Date,Product Name,Quantity,Unit Cost
7/22/2024,100ML VANILLA,172,13
7/22/2024,250ML VANILLA,120,30
7/22/2024,500ML VANILLA,94,59
7/22/2024,100ML STRAWBERRY,162,13
7/22/2024,250ML STRAWBERRY,107,30
7/22/2024,500ML STRAWBERRY,81,59
7/22/2024,5L STRAWBERRY,12,450
7/23/2024,100ML VANILLA,186,13
7/23/2024,250ML VANILLA,134,30
7/23/2024,500ML VANILLA,107,59
7/23/2024,100ML STRAWBERRY,140,13
7/23/2024,250ML STRAWBERRY,121,30
7/23/2024,500ML STRAWBERRY,88,59
7/23/2024,5L STRAWBERRY,14,450
7/24/2024,100ML VANILLA,140,13
7/24/2024,150ML VANILLA,93,20.7
7/24/2024,250ML VANILLA,93,30
7/24/2024,500ML VANILLA,83,59
7/24/2024,100ML STRAWBERRY,118,13
7/24/2024,150ML STRAWBERRY,96,20.7
7/24/2024,250ML STRAWBERRY,96,30
7/24/2024,500ML STRAWBERRY,58,59
7/24/2024,5L STRAWBERRY,11,450
7/25/2024,100ML VANILLA,159,13
7/25/2024,250ML VANILLA,110,30
7/25/2024,500ML VANILLA,76,59
7/25/2024,100ML STRAWBERRY,117,13
7/25/2024,250ML STRAWBERRY,76,30
7/25/2024,500ML STRAWBERRY,69,59
7/25/2024,5L STRAWBERRY,9,450
7/26/2024,100ML VANILLA,126,13
7/26/2024,250ML VANILLA,91,30
7/26/2024,500ML VANILLA,79,59
7/26/2024,100ML STRAWBERRY,106,13
7/26/2024,250ML STRAWBERRY,90,30
7/26/2024,500ML STRAWBERRY,58,59
7/26/2024,5L STRAWBERRY,11,450
7/27/2024,100ML VANILLA,157,13
7/27/2024,250ML VANILLA,102,30
7/27/2024,500ML VANILLA,76,59
7/27/2024,100ML STRAWBERRY,119,13
7/27/2024,250ML STRAWBERRY,92,30
7/27/2024,500ML STRAWBERRY,61,59
7/27/2024,5L STRAWBERRY,11,450
7/28/2024,100ML VANILLA,161,13
7/28/2024,250ML VANILLA,113,30
7/28/2024,500ML VANILLA,72,59
7/28/2024,100ML STRAWBERRY,118,13
7/28/2024,250ML STRAWBERRY,96,30
7/28/2024,500ML STRAWBERRY,65,59
7/28/2024,5L STRAWBERRY,9,450
7/29/2024,100ML VANILLA,220,13
7/29/2024,250ML VANILLA,121,30
7/29/2024,500ML VANILLA,108,59
7/29/2024,100ML STRAWBERRY,176,13
7/29/2024,250ML STRAWBERRY,127,30
7/29/2024,500ML STRAWBERRY,78,59
7/29/2024,5L STRAWBERRY,12,450
7/30/2024,100ML VANILLA,182,13
7/30/2024,250ML VANILLA,123,30
7/30/2024,500ML VANILLA,88,59
7/30/2024,100ML STRAWBERRY,153,13
7/30/2024,250ML STRAWBERRY,128,30
7/30/2024,500ML STRAWBERRY,85,59
7/30/2024,5L STRAWBERRY,12,450
7/31/2024,100ML VANILLA,160,13
7/31/2024,250ML VANILLA,93,30
7/31/2024,500ML VANILLA,69,59
7/31/2024,100ML STRAWBERRY,106,13
7/31/2024,250ML STRAWBERRY,94,30
7/31/2024,500ML STRAWBERRY,65,59
7/31/2024,5L STRAWBERRY,9,450
8/1/2024,100ML VANILLA,133,13
8/1/2024,250ML VANILLA,100,30
8/1/2024,500ML VANILLA,71,59
8/1/2024,100ML STRAWBERRY,137,13
8/1/2024,250ML STRAWBERRY,74,30
8/1/2024,500ML STRAWBERRY,55,59
8/1/2024,5L STRAWBERRY,10,450
8/2/2024,100ML VANILLA,136,13
8/2/2024,250ML VANILLA,106,30
8/2/2024,500ML VANILLA,81,59
8/2/2024,100ML STRAWBERRY,124,13
8/2/2024,250ML STRAWBERRY,98,30
8/2/2024,500ML STRAWBERRY,59,59
8/2/2024,5L STRAWBERRY,10,450
8/3/2024,100ML VANILLA,131,13
8/3/2024,250ML VANILLA,112,30
8/3/2024,500ML VANILLA,78,59
8/3/2024,100ML STRAWBERRY,131,13
8/3/2024,250ML STRAWBERRY,79,30
8/3/2024,500ML STRAWBERRY,61,59
8/3/2024,5L STRAWBERRY,9,450
8/4/2024,100ML VANILLA,145,13
8/4/2024,150ML VANILLA,106,20.7
8/4/2024,250ML VANILLA,106,30
8/4/2024,500ML VANILLA,63,59
8/4/2024,100ML STRAWBERRY,120,13
8/4/2024,250ML STRAWBERRY,73,30
8/4/2024,500ML STRAWBERRY,51,59
8/4/2024,5L STRAWBERRY,9,450
8/5/2024,100ML VANILLA,199,13
8/5/2024,250ML VANILLA,148,30
8/5/2024,500ML VANILLA,94,59
8/5/2024,100ML STRAWBERRY,182,13
8/5/2024,250ML STRAWBERRY,103,30
8/5/2024,500ML STRAWBERRY,91,59
8/5/2024,5L STRAWBERRY,15,450
8/6/2024,100ML VANILLA,226,13
8/6/2024,150ML VANILLA,136,20.7
8/6/2024,250ML VANILLA,136,30
8/6/2024,500ML VANILLA,98,59
8/6/2024,100ML STRAWBERRY,171,13
8/6/2024,250ML STRAWBERRY,117,30
8/6/2024,500ML STRAWBERRY,83,59
8/6/2024,5L STRAWBERRY,12,450
8/7/2024,100ML VANILLA,139,13
8/7/2024,250ML VANILLA,101,30
8/7/2024,500ML VANILLA,68,59
8/7/2024,100ML STRAWBERRY,135,13
8/7/2024,250ML STRAWBERRY,97,30
8/7/2024,500ML STRAWBERRY,68,59
8/7/2024,5L STRAWBERRY,9,450
8/8/2024,100ML VANILLA,139,13
8/8/2024,250ML VANILLA,106,30
8/8/2024,500ML VANILLA,66,59
8/8/2024,100ML STRAWBERRY,128,13
8/8/2024,250ML STRAWBERRY,74,30
8/8/2024,500ML STRAWBERRY,59,59
8/8/2024,5L STRAWBERRY,10,450
8/9/2024,100ML VANILLA,150,13
8/9/2024,250ML VANILLA,99,30
8/9/2024,500ML VANILLA,75,59
8/9/2024,100ML STRAWBERRY,119,13
8/9/2024,250ML STRAWBERRY,77,30
8/9/2024,500ML STRAWBERRY,66,59
8/9/2024,5L STRAWBERRY,10,450
8/10/2024,100ML VANILLA,136,13
8/10/2024,250ML VANILLA,98,30
8/10/2024,500ML VANILLA,67,59
8/10/2024,100ML STRAWBERRY,119,13
8/10/2024,250ML STRAWBERRY,95,30
8/10/2024,500ML STRAWBERRY,68,59
8/10/2024,5L STRAWBERRY,9,450
8/11/2024,100ML VANILLA,161,13
8/11/2024,250ML VANILLA,96,30
8/11/2024,500ML VANILLA,73,59
8/11/2024,100ML STRAWBERRY,134,13
8/11/2024,250ML STRAWBERRY,96,30
8/11/2024,500ML STRAWBERRY,67,59
8/11/2024,5L STRAWBERRY,9,450
8/12/2024,100ML VANILLA,175,13
8/12/2024,250ML VANILLA,122,30
8/12/2024,500ML VANILLA,94,59
8/12/2024,100ML STRAWBERRY,168,13
8/12/2024,250ML STRAWBERRY,101,30
8/12/2024,500ML STRAWBERRY,94,59
8/12/2024,5L STRAWBERRY,13,450
8/13/2024,100ML VANILLA,211,13
8/13/2024,250ML VANILLA,160,30
8/13/2024,500ML VANILLA,97,59
8/13/2024,100ML STRAWBERRY,154,13
8/13/2024,250ML STRAWBERRY,125,30
8/13/2024,500ML STRAWBERRY,72,59
8/13/2024,5L STRAWBERRY,13,450
8/14/2024,100ML VANILLA,125,13
8/14/2024,250ML VANILLA,92,30
8/14/2024,500ML VANILLA,69,59
8/14/2024,100ML STRAWBERRY,113,13
8/14/2024,250ML STRAWBERRY,94,30
8/14/2024,500ML STRAWBERRY,57,59
8/14/2024,5L STRAWBERRY,10,450
8/15/2024,100ML VANILLA,139,13
8/15/2024,250ML VANILLA,102,30
8/15/2024,500ML VANILLA,81,59
8/15/2024,100ML STRAWBERRY,127,13
8/15/2024,250ML STRAWBERRY,87,30
8/15/2024,500ML STRAWBERRY,61,59
8/15/2024,5L STRAWBERRY,8,450
8/16/2024,100ML VANILLA,153,13
8/16/2024,250ML VANILLA,108,30
8/16/2024,500ML VANILLA,72,59
8/16/2024,100ML STRAWBERRY,123,13
8/16/2024,250ML STRAWBERRY,78,30
8/16/2024,500ML STRAWBERRY,60,59
8/16/2024,5L STRAWBERRY,10,450
8/17/2024,100ML VANILLA,124,13
8/17/2024,250ML VANILLA,103,30
8/17/2024,500ML VANILLA,67,59
8/17/2024,100ML STRAWBERRY,115,13
8/17/2024,250ML STRAWBERRY,90,30
8/17/2024,500ML STRAWBERRY,68,59
8/17/2024,5L STRAWBERRY,9,450
8/18/2024,100ML VANILLA,140,13
8/18/2024,250ML VANILLA,96,30
8/18/2024,500ML VANILLA,65,59
8/18/2024,100ML STRAWBERRY,119,13
8/18/2024,250ML STRAWBERRY,78,30
8/18/2024,500ML STRAWBERRY,55,59
8/18/2024,5L STRAWBERRY,10,450
8/19/2024,100ML VANILLA,214,13
8/19/2024,250ML VANILLA,142,30
8/19/2024,500ML VANILLA,90,59
8/19/2024,100ML STRAWBERRY,187,13
8/19/2024,250ML STRAWBERRY,130,30
8/19/2024,500ML STRAWBERRY,77,59
8/19/2024,5L STRAWBERRY,13,450
8/20/2024,100ML VANILLA,208,13
8/20/2024,250ML VANILLA,139,30
8/20/2024,500ML VANILLA,95,59
8/20/2024,100ML STRAWBERRY,175,13
8/20/2024,250ML STRAWBERRY,112,30
8/20/2024,500ML STRAWBERRY,83,59
8/20/2024,5L STRAWBERRY,13,450
8/21/2024,100ML VANILLA,114,13
8/21/2024,250ML VANILLA,73,30
8/21/2024,500ML VANILLA,59,59
8/21/2024,100ML STRAWBERRY,109,13
8/21/2024,250ML STRAWBERRY,73,30
8/21/2024,500ML STRAWBERRY,54,59
8/21/2024,5L STRAWBERRY,7,450
8/22/2024,100ML VANILLA,111,13
8/22/2024,250ML VANILLA,73,30
8/22/2024,500ML VANILLA,57,59
8/22/2024,100ML STRAWBERRY,99,13
8/22/2024,250ML STRAWBERRY,64,30
8/22/2024,500ML STRAWBERRY,42,59
8/22/2024,5L STRAWBERRY,8,450
8/23/2024,100ML VANILLA,108,13
8/23/2024,250ML VANILLA,82,30
8/23/2024,500ML VANILLA,53,59
8/23/2024,100ML STRAWBERRY,92,13
8/23/2024,250ML STRAWBERRY,77,30
8/23/2024,500ML STRAWBERRY,52,59
8/23/2024,5L STRAWBERRY,8,450
8/24/2024,100ML VANILLA,110,13
8/24/2024,250ML VANILLA,87,30
8/24/2024,500ML VANILLA,59,59
8/24/2024,100ML STRAWBERRY,97,13
8/24/2024,250ML STRAWBERRY,70,30
8/24/2024,500ML STRAWBERRY,52,59
8/24/2024,5L STRAWBERRY,8,450
8/25/2024,100ML VANILLA,127,13
8/25/2024,250ML VANILLA,70,30
8/25/2024,500ML VANILLA,52,59
8/25/2024,100ML STRAWBERRY,93,13
8/25/2024,250ML STRAWBERRY,74,30
8/25/2024,500ML STRAWBERRY,50,59
8/25/2024,5L STRAWBERRY,7,450
8/26/2024,100ML VANILLA,148,13
8/26/2024,250ML VANILLA,111,30
8/26/2024,500ML VANILLA,68,59
8/26/2024,100ML STRAWBERRY,124,13
8/26/2024,250ML STRAWBERRY,97,30
8/26/2024,500ML STRAWBERRY,67,59
8/26/2024,5L STRAWBERRY,11,450
8/27/2024,100ML VANILLA,145,13
8/27/2024,250ML VANILLA,98,30
8/27/2024,500ML VANILLA,73,59
8/27/2024,100ML STRAWBERRY,118,13
8/27/2024,250ML STRAWBERRY,86,30
8/27/2024,500ML STRAWBERRY,72,59
8/27/2024,5L STRAWBERRY,9,450
8/28/2024,100ML VANILLA,121,13
8/28/2024,250ML VANILLA,92,30
8/28/2024,500ML VANILLA,64,59
8/28/2024,100ML STRAWBERRY,90,13
8/28/2024,250ML STRAWBERRY,71,30
8/28/2024,500ML STRAWBERRY,47,59
8/28/2024,5L STRAWBERRY,8,450
8/29/2024,100ML VANILLA,113,13
8/29/2024,250ML VANILLA,85,30
8/29/2024,500ML VANILLA,60,59
8/29/2024,100ML STRAWBERRY,89,13
8/29/2024,250ML STRAWBERRY,68,30
8/29/2024,500ML STRAWBERRY,42,59
8/29/2024,5L STRAWBERRY,8,450
8/30/2024,100ML VANILLA,120,13
8/30/2024,250ML VANILLA,80,30
8/30/2024,500ML VANILLA,54,59
8/30/2024,100ML STRAWBERRY,107,13
8/30/2024,250ML STRAWBERRY,59,30
8/30/2024,500ML STRAWBERRY,46,59
8/30/2024,5L STRAWBERRY,8,450
8/31/2024,100ML VANILLA,118,13
8/31/2024,250ML VANILLA,84,30
8/31/2024,500ML VANILLA,64,59
8/31/2024,100ML STRAWBERRY,105,13
8/31/2024,250ML STRAWBERRY,73,30
8/31/2024,500ML STRAWBERRY,47,59
8/31/2024,5L STRAWBERRY,8,450
9/1/2024,100ML VANILLA,127,13
9/1/2024,250ML VANILLA,70,30
9/1/2024,500ML VANILLA,49,59
9/1/2024,100ML STRAWBERRY,87,13
9/1/2024,250ML STRAWBERRY,68,30
9/1/2024,500ML STRAWBERRY,53,59
9/1/2024,5L STRAWBERRY,8,450
9/2/2024,100ML VANILLA,136,13
9/2/2024,250ML VANILLA,108,30
9/2/2024,500ML VANILLA,70,59
9/2/2024,100ML STRAWBERRY,141,13
9/2/2024,250ML STRAWBERRY,96,30
9/2/2024,500ML STRAWBERRY,70,59
9/2/2024,5L STRAWBERRY,11,450
9/3/2024,100ML VANILLA,137,13
9/3/2024,250ML VANILLA,98,30
9/3/2024,500ML VANILLA,73,59
9/3/2024,100ML STRAWBERRY,120,13
9/3/2024,250ML STRAWBERRY,95,30
9/3/2024,500ML STRAWBERRY,61,59
9/3/2024,5L STRAWBERRY,9,450
9/4/2024,100ML VANILLA,118,13
9/4/2024,250ML VANILLA,73,30
9/4/2024,500ML VANILLA,56,59
9/4/2024,100ML STRAWBERRY,107,13
9/4/2024,250ML STRAWBERRY,62,30
9/4/2024,500ML STRAWBERRY,54,59
9/4/2024,5L STRAWBERRY,8,450
9/5/2024,100ML VANILLA,101,13
9/5/2024,250ML VANILLA,88,30
9/5/2024,500ML VANILLA,57,59
9/5/2024,100ML STRAWBERRY,96,13
9/5/2024,250ML STRAWBERRY,70,30
9/5/2024,500ML STRAWBERRY,44,59
9/5/2024,5L STRAWBERRY,8,450
9/6/2024,100ML VANILLA,113,13
9/6/2024,150ML VANILLA,72,20.7
9/6/2024,250ML VANILLA,72,30
9/6/2024,500ML VANILLA,51,59
9/6/2024,100ML STRAWBERRY,97,13
9/6/2024,250ML STRAWBERRY,60,30
9/6/2024,500ML STRAWBERRY,47,59
9/6/2024,5L STRAWBERRY,7,450
9/7/2024,100ML VANILLA,102,13
9/7/2024,250ML VANILLA,89,30
9/7/2024,500ML VANILLA,58,59
9/7/2024,100ML STRAWBERRY,84,13
9/7/2024,250ML STRAWBERRY,73,30
9/7/2024,500ML STRAWBERRY,46,59
9/7/2024,5L STRAWBERRY,8,450
9/8/2024,100ML VANILLA,100,13
9/8/2024,250ML VANILLA,68,30
9/8/2024,500ML VANILLA,63,59
9/8/2024,100ML STRAWBERRY,105,13
9/8/2024,250ML STRAWBERRY,65,30
9/8/2024,500ML STRAWBERRY,50,59
9/8/2024,5L STRAWBERRY,8,450
9/9/2024,100ML VANILLA,178,13
9/9/2024,250ML VANILLA,119,30
9/9/2024,500ML VANILLA,75,59
9/9/2024,100ML STRAWBERRY,137,13
9/9/2024,250ML STRAWBERRY,95,30
9/9/2024,500ML STRAWBERRY,59,59
9/9/2024,5L STRAWBERRY,10,450
9/10/2024,100ML VANILLA,138,13
9/10/2024,250ML VANILLA,95,30
9/10/2024,500ML VANILLA,82,59
9/10/2024,100ML STRAWBERRY,129,13
9/10/2024,250ML STRAWBERRY,84,30
9/10/2024,500ML STRAWBERRY,59,59
9/10/2024,5L STRAWBERRY,11,450
9/11/2024,100ML VANILLA,126,13
9/11/2024,250ML VANILLA,86,30
9/11/2024,500ML VANILLA,49,59
9/11/2024,100ML STRAWBERRY,82,13
9/11/2024,150ML STRAWBERRY,69,20.7
9/11/2024,250ML STRAWBERRY,69,30
9/11/2024,500ML STRAWBERRY,42,59
9/11/2024,5L STRAWBERRY,7,450
9/12/2024,100ML VANILLA,104,13
9/12/2024,250ML VANILLA,72,30
9/12/2024,500ML VANILLA,53,59
9/12/2024,100ML STRAWBERRY,103,13
9/12/2024,250ML STRAWBERRY,69,30
9/12/2024,500ML STRAWBERRY,46,59
9/12/2024,5L STRAWBERRY,7,450
9/13/2024,100ML VANILLA,106,13
9/13/2024,250ML VANILLA,69,30
9/13/2024,500ML VANILLA,63,59
9/13/2024,100ML STRAWBERRY,100,13
9/13/2024,250ML STRAWBERRY,65,30
9/13/2024,500ML STRAWBERRY,54,59
9/13/2024,5L STRAWBERRY,8,450
9/14/2024,100ML VANILLA,111,13
9/14/2024,250ML VANILLA,78,30
9/14/2024,500ML VANILLA,56,59
9/14/2024,100ML STRAWBERRY,90,13
9/14/2024,250ML STRAWBERRY,72,30
9/14/2024,500ML STRAWBERRY,47,59
9/14/2024,5L STRAWBERRY,8,450
9/15/2024,100ML VANILLA,106,13
9/15/2024,250ML VANILLA,83,30
9/15/2024,500ML VANILLA,62,59
9/15/2024,100ML STRAWBERRY,101,13
9/15/2024,250ML STRAWBERRY,63,30
9/15/2024,500ML STRAWBERRY,49,59
9/15/2024,5L STRAWBERRY,7,450
9/16/2024,100ML VANILLA,167,13
9/16/2024,250ML VANILLA,108,30
9/16/2024,500ML VANILLA,72,59
9/16/2024,100ML STRAWBERRY,108,13
9/16/2024,250ML STRAWBERRY,101,30
9/16/2024,500ML STRAWBERRY,75,59
9/16/2024,5L STRAWBERRY,10,450
9/17/2024,100ML VANILLA,139,13
9/17/2024,250ML VANILLA,111,30
9/17/2024,500ML VANILLA,76,59
9/17/2024,100ML STRAWBERRY,124,13
9/17/2024,250ML STRAWBERRY,92,30
9/17/2024,500ML STRAWBERRY,55,59
9/17/2024,5L STRAWBERRY,10,450
9/18/2024,100ML VANILLA,130,13
9/18/2024,250ML VANILLA,80,30
9/18/2024,500ML VANILLA,52,59
9/18/2024,100ML STRAWBERRY,87,13
9/18/2024,250ML STRAWBERRY,69,30
9/18/2024,500ML STRAWBERRY,43,59
9/18/2024,5L STRAWBERRY,7,450
9/19/2024,100ML VANILLA,116,13
9/19/2024,250ML VANILLA,86,30
9/19/2024,500ML VANILLA,61,59
9/19/2024,100ML STRAWBERRY,101,13
9/19/2024,250ML STRAWBERRY,60,30
9/19/2024,500ML STRAWBERRY,43,59
9/19/2024,5L STRAWBERRY,7,450
9/20/2024,100ML VANILLA,117,13
9/20/2024,250ML VANILLA,69,30
9/20/2024,500ML VANILLA,62,59
9/20/2024,100ML STRAWBERRY,100,13
9/20/2024,250ML STRAWBERRY,65,30
9/20/2024,500ML STRAWBERRY,44,59
9/20/2024,5L STRAWBERRY,7,450
9/21/2024,100ML VANILLA,112,13
9/21/2024,250ML VANILLA,86,30
9/21/2024,500ML VANILLA,58,59
9/21/2024,100ML STRAWBERRY,83,13
9/21/2024,250ML STRAWBERRY,58,30
9/21/2024,500ML STRAWBERRY,43,59
9/21/2024,5L STRAWBERRY,7,450
9/22/2024,100ML VANILLA,120,13
9/22/2024,250ML VANILLA,90,30
9/22/2024,500ML VANILLA,50,59
9/22/2024,100ML STRAWBERRY,88,13
9/22/2024,250ML STRAWBERRY,73,30
9/22/2024,500ML STRAWBERRY,47,59
9/22/2024,5L STRAWBERRY,8,450
9/23/2024,100ML VANILLA,177,13
9/23/2024,250ML VANILLA,115,30
9/23/2024,500ML VANILLA,80,59
9/23/2024,100ML STRAWBERRY,137,13
9/23/2024,250ML STRAWBERRY,88,30
9/23/2024,500ML STRAWBERRY,54,59
9/23/2024,5L STRAWBERRY,9,450
9/24/2024,100ML VANILLA,152,13
9/24/2024,250ML VANILLA,111,30
9/24/2024,500ML VANILLA,69,59
9/24/2024,100ML STRAWBERRY,112,13
9/24/2024,250ML STRAWBERRY,99,30
9/24/2024,500ML STRAWBERRY,63,59
9/24/2024,5L STRAWBERRY,9,450
9/25/2024,100ML VANILLA,130,13
9/25/2024,250ML VANILLA,69,30
9/25/2024,500ML VANILLA,53,59
9/25/2024,100ML STRAWBERRY,98,13
9/25/2024,250ML STRAWBERRY,72,30
9/25/2024,500ML STRAWBERRY,42,59
9/25/2024,5L STRAWBERRY,7,450
9/26/2024,100ML VANILLA,109,13
9/26/2024,250ML VANILLA,77,30
9/26/2024,500ML VANILLA,50,59
9/26/2024,100ML STRAWBERRY,103,13
9/26/2024,250ML STRAWBERRY,75,30
9/26/2024,500ML STRAWBERRY,47,59
9/26/2024,5L STRAWBERRY,7,450
9/27/2024,100ML VANILLA,131,13
9/27/2024,250ML VANILLA,86,30
9/27/2024,500ML VANILLA,52,59
9/27/2024,100ML STRAWBERRY,96,13
9/27/2024,250ML STRAWBERRY,76,30
9/27/2024,500ML STRAWBERRY,51,59
9/27/2024,5L STRAWBERRY,7,450
9/28/2024,100ML VANILLA,125,13
9/28/2024,250ML VANILLA,71,30
9/28/2024,500ML VANILLA,62,59
9/28/2024,100ML STRAWBERRY,103,13
9/28/2024,250ML STRAWBERRY,57,30
9/28/2024,500ML STRAWBERRY,46,59
9/28/2024,5L STRAWBERRY,7,450
9/29/2024,100ML VANILLA,106,13
9/29/2024,250ML VANILLA,84,30
9/29/2024,500ML VANILLA,50,59
9/29/2024,100ML STRAWBERRY,86,13
9/29/2024,250ML STRAWBERRY,64,30
9/29/2024,500ML STRAWBERRY,46,59
9/29/2024,5L STRAWBERRY,7,450
9/30/2024,100ML VANILLA,169,13
9/30/2024,250ML VANILLA,111,30
9/30/2024,500ML VANILLA,74,59
9/30/2024,100ML STRAWBERRY,124,13
9/30/2024,250ML STRAWBERRY,80,30
9/30/2024,500ML STRAWBERRY,64,59
9/30/2024,5L STRAWBERRY,9,450
10/1/2024,100ML VANILLA,145,13
10/1/2024,250ML VANILLA,112,30
10/1/2024,500ML VANILLA,69,59
10/1/2024,100ML STRAWBERRY,147,13
10/1/2024,250ML STRAWBERRY,93,30
10/1/2024,500ML STRAWBERRY,62,59
10/1/2024,5L STRAWBERRY,11,450
10/2/2024,100ML VANILLA,130,13
10/2/2024,250ML VANILLA,75,30
10/2/2024,500ML VANILLA,53,59
10/2/2024,100ML STRAWBERRY,106,13
10/2/2024,250ML STRAWBERRY,63,30
10/2/2024,500ML STRAWBERRY,48,59
10/2/2024,5L STRAWBERRY,7,450
10/3/2024,100ML VANILLA,127,13
10/3/2024,150ML VANILLA,73,20.7
10/3/2024,250ML VANILLA,73,30
10/3/2024,500ML VANILLA,60,59
10/3/2024,100ML STRAWBERRY,102,13
10/3/2024,250ML STRAWBERRY,77,30
10/3/2024,500ML STRAWBERRY,51,59
10/3/2024,5L STRAWBERRY,7,450
10/4/2024,100ML VANILLA,125,13
10/4/2024,250ML VANILLA,80,30
10/4/2024,500ML VANILLA,60,59
10/4/2024,100ML STRAWBERRY,101,13
10/4/2024,250ML STRAWBERRY,71,30
10/4/2024,500ML STRAWBERRY,55,59
10/4/2024,5L STRAWBERRY,8,450
10/5/2024,100ML VANILLA,130,13
10/5/2024,250ML VANILLA,82,30
10/5/2024,500ML VANILLA,54,59
10/5/2024,100ML STRAWBERRY,98,13
10/5/2024,250ML STRAWBERRY,59,30
10/5/2024,500ML STRAWBERRY,51,59
10/5/2024,5L STRAWBERRY,8,450
10/6/2024,100ML VANILLA,132,13
10/6/2024,250ML VANILLA,79,30
10/6/2024,500ML VANILLA,66,59
10/6/2024,100ML STRAWBERRY,82,13
10/6/2024,250ML STRAWBERRY,68,30
10/6/2024,500ML STRAWBERRY,50,59
10/6/2024,5L STRAWBERRY,8,450
10/7/2024,100ML VANILLA,170,13
10/7/2024,250ML VANILLA,111,30
10/7/2024,500ML VANILLA,66,59
10/7/2024,100ML STRAWBERRY,123,13
10/7/2024,250ML STRAWBERRY,79,30
10/7/2024,500ML STRAWBERRY,58,59
10/7/2024,5L STRAWBERRY,10,450
10/8/2024,100ML VANILLA,157,13
10/8/2024,250ML VANILLA,109,30
10/8/2024,500ML VANILLA,74,59
10/8/2024,100ML STRAWBERRY,139,13
10/8/2024,250ML STRAWBERRY,101,30
10/8/2024,500ML STRAWBERRY,68,59
10/8/2024,5L STRAWBERRY,12,450
10/9/2024,100ML VANILLA,103,13
10/9/2024,250ML VANILLA,81,30
10/9/2024,500ML VANILLA,54,59
10/9/2024,100ML STRAWBERRY,88,13
10/9/2024,250ML STRAWBERRY,64,30
10/9/2024,500ML STRAWBERRY,49,59
10/9/2024,5L STRAWBERRY,8,450
10/10/2024,100ML VANILLA,122,13
10/10/2024,250ML VANILLA,87,30
10/10/2024,500ML VANILLA,49,59
10/10/2024,100ML STRAWBERRY,106,13
10/10/2024,250ML STRAWBERRY,65,30
10/10/2024,500ML STRAWBERRY,44,59
10/10/2024,5L STRAWBERRY,8,450
10/11/2024,100ML VANILLA,120,13
10/11/2024,250ML VANILLA,84,30
10/11/2024,500ML VANILLA,64,59
10/11/2024,100ML STRAWBERRY,105,13
10/11/2024,250ML STRAWBERRY,64,30
10/11/2024,500ML STRAWBERRY,42,59
10/11/2024,5L STRAWBERRY,7,450
10/12/2024,100ML VANILLA,105,13
10/12/2024,250ML VANILLA,83,30
10/12/2024,500ML VANILLA,52,59
10/12/2024,100ML STRAWBERRY,88,13
10/12/2024,250ML STRAWBERRY,72,30
10/12/2024,500ML STRAWBERRY,56,59
10/12/2024,5L STRAWBERRY,8,450
10/13/2024,100ML VANILLA,111,13
10/13/2024,250ML VANILLA,72,30
10/13/2024,500ML VANILLA,49,59
10/13/2024,100ML STRAWBERRY,102,13
10/13/2024,250ML STRAWBERRY,68,30
10/13/2024,500ML STRAWBERRY,51,59
10/13/2024,5L STRAWBERRY,9,450
10/14/2024,100ML VANILLA,133,13
10/14/2024,150ML VANILLA,119,20.7
10/14/2024,250ML VANILLA,119,30
10/14/2024,500ML VANILLA,74,59
10/14/2024,100ML STRAWBERRY,119,13
10/14/2024,250ML STRAWBERRY,97,30
10/14/2024,500ML STRAWBERRY,65,59
10/14/2024,5L STRAWBERRY,9,450
10/15/2024,100ML VANILLA,172,13
10/15/2024,250ML VANILLA,118,30
10/15/2024,500ML VANILLA,84,59
10/15/2024,100ML STRAWBERRY,146,13
10/15/2024,250ML STRAWBERRY,100,30
10/15/2024,500ML STRAWBERRY,59,59
10/15/2024,5L STRAWBERRY,10,450
10/16/2024,100ML VANILLA,127,13
10/16/2024,250ML VANILLA,93,30
10/16/2024,500ML VANILLA,53,59
10/16/2024,100ML STRAWBERRY,99,13
10/16/2024,250ML STRAWBERRY,72,30
10/16/2024,500ML STRAWBERRY,43,59
10/16/2024,5L STRAWBERRY,7,450
10/17/2024,100ML VANILLA,102,13
10/17/2024,250ML VANILLA,78,30
10/17/2024,500ML VANILLA,55,59
10/17/2024,100ML STRAWBERRY,91,13
10/17/2024,250ML STRAWBERRY,72,30
10/17/2024,500ML STRAWBERRY,50,59
10/17/2024,5L STRAWBERRY,9,450
10/18/2024,100ML VANILLA,126,13
10/18/2024,250ML VANILLA,89,30
10/18/2024,500ML VANILLA,64,59
10/18/2024,100ML STRAWBERRY,101,13
10/18/2024,250ML STRAWBERRY,73,30
10/18/2024,500ML STRAWBERRY,49,59
10/18/2024,5L STRAWBERRY,7,450
10/19/2024,100ML VANILLA,115,13
10/19/2024,250ML VANILLA,89,30
10/19/2024,500ML VANILLA,58,59
10/19/2024,100ML STRAWBERRY,109,13
10/19/2024,250ML STRAWBERRY,77,30
10/19/2024,500ML STRAWBERRY,41,59
10/19/2024,5L STRAWBERRY,8,450
10/20/2024,100ML VANILLA,115,13
10/20/2024,250ML VANILLA,77,30
10/20/2024,500ML VANILLA,58,59
10/20/2024,100ML STRAWBERRY,94,13
10/20/2024,250ML STRAWBERRY,62,30
10/20/2024,500ML STRAWBERRY,46,59
10/20/2024,5L STRAWBERRY,8,450
10/21/2024,100ML VANILLA,166,13
10/21/2024,250ML VANILLA,105,30
